genome	domain	phylum	class	order	family	genus	species
GB_GCA_016868575.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__FEN-979	g__VGGL01	s__VGGL01 sp016868575
RS_GCF_002860205.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__T33-2	s__T33-2 sp002860205
RS_GCF_003429095.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-1321	g__Peribacillus_A	s__Peribacillus_A saganii
GB_GCA_013153405.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinilabiliaceae	g__JAADEM01	s__JAADEM01 sp013153405
GB_GCA_016342595.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinilabiliaceae	g__Carboxylicivirga	s__Carboxylicivirga sp016342595
GB_GCA_012522895.1	d__Bacteria	p__Bacteroidota	c__Kapabacteria	o__Kapabacteriales	f__UBA2268	g__JAAYJM01	s__JAAYJM01 sp012522895
GB_GCA_016294165.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Acholeplasmatales	f__Anaeroplasmataceae	g__JAEDCM01	s__JAEDCM01 sp016294165
GB_GCA_016720465.1	d__Bacteria	p__Acidobacteriota	c__Holophagae	o__Holophagales	f__Holophagaceae	g__JADJVL01	s__JADJVL01 sp016720465
GB_GCA_017656295.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Domibacillaceae	g__JACDOC01	s__JACDOC01 sp017656295
RS_GCF_003316845.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__Aquiflexum_A	s__Aquiflexum_A aquatile
RS_GCF_000376385.1	d__Bacteria	p__Firmicutes_B	c__Desulfotomaculia	o__Desulfotomaculales	f__Desulfurisporaceae	g__Desulfurispora	s__Desulfurispora thermophila
GB_GCA_016183815.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Crocinitomicaceae	g__M2408	s__M2408 sp016183815
RS_GCF_014137855.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Friedmanniella_A	s__Friedmanniella_A endophytica
GB_GCA_009885615.1	d__Bacteria	p__Chlamydiota	c__Chlamydiia	o__Chlamydiales	f__VFKH01	g__VFKH01	s__VFKH01 sp009885615
GB_GCA_016875735.1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__VGOW01	g__VGOW01	s__VGOW01 sp016875735
GB_GCA_017461245.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__SIG578	s__SIG578 sp017461245
GB_GCA_003989065.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Competibacterales	f__Competibacteraceae	g__RXIW01	s__RXIW01 sp003989065
GB_GCA_903932505.1	d__Bacteria	p__Hydrogenedentota	c__Hydrogenedentia	o__Hydrogenedentiales	f__CAIZGN01	g__CAIZGN01	s__CAIZGN01 sp903932505
RS_GCF_900099815.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Psychroflexus	s__Psychroflexus sediminis
RS_GCF_002195995.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__DSM-16000	f__Inquilinaceae	g__Inquilinus	s__Inquilinus limosus_C
GB_GCA_013215565.1	d__Bacteria	p__Myxococcota_A	c__UBA9160	o__SZUA-336	f__SZUA-336	g__JABSQV01	s__JABSQV01 sp013215565
RS_GCF_008329945.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales_E	f__DSM-19205	g__Thiospirochaeta	s__Thiospirochaeta perfilievii
GB_GCA_003635195.1	d__Bacteria	p__Poribacteria	c__WGA-4E	o__WGA-4E	f__WGA-3G	g__WGA-3G	s__WGA-3G sp003635195
GB_GCA_003353845.1	d__Bacteria	p__Myxococcota_A	c__UBA9160	o__UBA9160	f__GLO-12	g__GLO-12	s__GLO-12 sp003353845
GB_GCA_018266755.1	d__Bacteria	p__Bacteroidota	c__Kapabacteria	o__Palsa-1295	f__Palsa-1295	g__JAFDZW01	s__JAFDZW01 sp018266755
RS_GCF_001562425.1	d__Bacteria	p__Firmicutes_A	c__Thermosediminibacteria	o__Thermosediminibacterales	f__Thermosediminibacteraceae	g__Fervidicola	s__Fervidicola ferrireducens
GB_GCA_002162765.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__MAAR01	s__MAAR01 sp002162765
GB_GCA_009784985.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__WQXF01	s__WQXF01 sp009784985
RS_GCF_003226855.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Blattabacteriaceae	g__Blattabacterium	s__Blattabacterium sp003226855
RS_GCF_009846755.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Alcanivoracaceae	g__Alcanivorax_A	s__Alcanivorax_A sp009846755
GB_GCA_000526255.1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__Methylacidimicrobium	s__Methylacidimicrobium sp000526255
GB_GCA_016744905.1	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__BB10	s__BB10 sp016744905
GB_GCA_002366835.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__UBA3067	g__UBA3067	s__UBA3067 sp002366835
GB_GCA_002429045.1	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__UBA1924	g__UBA6054	s__UBA6054 sp002429045
RS_GCF_015207255.1	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Phormidesmiales	f__Phormidesmiaceae	g__Romeria	s__Romeria gracilis
RS_GCF_016862975.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Rugosimonospora	s__Rugosimonospora africana
RS_GCF_016798245.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_H	f__Bacillaceae_D	g__Alkalihalobacillus_A	s__Alkalihalobacillus_A gibsonii_A
GB_GCA_902783835.1	d__Bacteria	p__Cyanobacteria	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__RUG841	s__RUG841 sp902783835
GB_GCA_004375785.1	d__Bacteria	p__WOR-3	c__E44-bin80	o__E44-bin80	f__E44-bin80	g__E44-bin80	s__E44-bin80 sp004375785
GB_GCA_002421845.1	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Arcobacteraceae	g__UBA6211	s__UBA6211 sp002421845
GB_GCA_013152205.1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Lacipirellulaceae	g__Bythopirellula	s__Bythopirellula sp013152205
GB_GCA_017882445.1	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Palsa-744	s__Palsa-744 sp017882445
RS_GCF_005222915.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__FKL33	s__FKL33 sp005222915
RS_GCF_001879715.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Nioella	s__Nioella nitratireducens
GB_GCA_017427315.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__RGIG2774	s__RGIG2774 sp017427315
GB_GCA_017613735.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__SIG554	s__SIG554 sp017613735
RS_GCF_900129305.1	d__Bacteria	p__Desulfobacterota	c__Syntrophobacteria	o__Syntrophobacterales	f__DSM-9756	g__Desulfacinum	s__Desulfacinum infernum
GB_GCA_014240165.1	d__Bacteria	p__Myxococcota_A	c__UBA9160	o__UBA9160	f__UBA4427	g__JAZXM01	s__JAZXM01 sp014240165
GB_GCA_013177805.1	d__Bacteria	p__OLB16	c__OLB16	o__SURF-12	f__SURF-12	g__JABLXU01	s__JABLXU01 sp013177805
GB_GCA_016182605.1	d__Bacteria	p__Hydrogenedentota	c__Hydrogenedentia	o__Hydrogenedentiales	f__WGMK01	g__JACPGE01	s__JACPGE01 sp016182605
RS_GCF_007827455.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__VISM01	s__VISM01 sp007827455
RS_GCF_003097315.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__HP12	f__HP12	g__Pelagibaculum	s__Pelagibaculum spongiae
RS_GCF_007922615.2	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Nitratireductor_D	s__Nitratireductor_D sp007922615
GB_GCA_013388675.1	d__Bacteria	p__Desulfobacterota	c__SM23-61	o__SM23-61	f__SM23-61	g__SM23-61	s__SM23-61 sp013388675
GB_GCA_900545345.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UMGS1601	s__UMGS1601 sp900545345
GB_GCA_016707605.1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Promineofilales	f__Promineofilaceae	g__Promineofilum	s__Promineofilum sp016707605
GB_GCA_016699855.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__GCA-016699855	s__GCA-016699855 sp016699855
GB_GCA_007121465.1	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__SKKL01	g__SKKL01	s__SKKL01 sp007121465
RS_GCF_002272835.1	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_J	s__Helicobacter_J sp002272835
RS_GCF_900113665.1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Planctomicrobium	s__Planctomicrobium piriforme
GB_GCA_007748055.1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pan216	f__Pan216	g__Pan216	s__Pan216 sp007748055
RS_GCF_009711095.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia_C	s__Escherichia_C alba
RS_GCF_001594005.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_AC	s__Clostridium_AC tepidiprofundi
GB_GCA_900079685.1	d__Bacteria	p__Desulfobacterota_I	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__FLUQ01	s__FLUQ01 sp900079685
GB_GCA_015709695.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__GCA-2729495	f__GCA-2729495	g__QUBU01	s__QUBU01 sp015709695
GB_GCA_002389665.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Parvibaculales	f__Parvibaculaceae	g__Tepidicaulis	s__Tepidicaulis sp002389665
GB_GCA_016867635.1	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__RBG-16-66-30	g__RBG-16-66-30	s__RBG-16-66-30 sp016867635
RS_GCF_014195635.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Pseudochelatococcus	s__Pseudochelatococcus contaminans
RS_GCF_003172895.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Thiotrichaceae	g__Leucothrix	s__Leucothrix arctica
GB_GCA_900109895.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__A37T11	s__A37T11 sp900109895
RS_GCF_000242595.2	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__DSM-27196	f__DSM-8902	g__Spirochaeta_B	s__Spirochaeta_B africana
GB_GCA_018001935.1	d__Bacteria	p__Acidobacteriota	c__UBA6911	o__JAAYUB01	f__JAAYUB01	g__JAGNHB01	s__JAGNHB01 sp018001935
GB_GCA_007695245.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Competibacterales	f__Competibacteraceae	g__REEE01	s__REEE01 sp007695245
RS_GCF_003340475.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Alteripontixanthobacter	s__Alteripontixanthobacter maritimus
GB_GCA_002746235.1	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__UBA1135	g__GCA-2746235	s__GCA-2746235 sp002746235
GB_GCA_017651625.1	d__Bacteria	p__Elusimicrobiota	c__Endomicrobia	o__Endomicrobiales	f__Endomicrobiaceae	g__RUG658	s__RUG658 sp017651625
GB_GCA_007692435.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ectothiorhodospirales	f__Thioalkalivibrionaceae	g__Thioalkalivibrio_B	s__Thioalkalivibrio_B sp007692435
GB_GCA_015065695.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__SIG598	s__SIG598 sp015065695
GB_GCA_900768425.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__UBA1242	g__HGM11367	s__HGM11367 sp900768425
GB_GCA_910584385.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__MGBC118957	s__MGBC118957 sp910584385
RS_GCF_003688415.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__DSM-25080	g__Umboniibacter	s__Umboniibacter marinipuniceus
GB_GCA_003696775.1	d__Bacteria	p__Calditrichota	c__Calditrichia	o__Calditrichales	f__J004	g__J004	s__J004 sp003696775
GB_GCA_014879445.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__CAIKAF01	g__BA4	s__BA4 sp014879445
GB_GCA_018333785.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Methylicorpusculum	s__Methylicorpusculum sp018333785
RS_GCF_003752155.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mobilisporobacter	s__Mobilisporobacter senegalensis
RS_GCF_000826545.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Pseudonocardiaceae	g__Kibdelosporangium	s__Kibdelosporangium sp000826545
GB_GCA_902805665.1	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__AC-14	g__CADCTB01	s__CADCTB01 sp902805665
GB_GCA_017521425.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__DTU089	s__DTU089 sp017521425
RS_GCF_900111755.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Thalassotalea_D	s__Thalassotalea_D agarivorans
RS_GCF_000014865.1	d__Bacteria	p__Proteobacteria	c__Magnetococcia	o__Magnetococcales	f__Magnetococcaceae	g__Magnetococcus	s__Magnetococcus marinus
GB_GCA_903850745.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Nanopelagicales	f__S36-B12	g__CAINMH01	s__CAINMH01 sp903850745
GB_GCA_900537185.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__Alg240-R148	s__Alg240-R148 sp900537185
RS_GCF_003573545.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prolixibacteraceae	g__Mariniphaga	s__Mariniphaga sediminis
RS_GCF_900188145.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Natronincolaceae	g__Anaerovirgula	s__Anaerovirgula multivorans
RS_GCF_005844085.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Lichenicoccus	s__Lichenicoccus roseus
RS_GCF_000379765.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Flammeovirgaceae	g__Flexithrix	s__Flexithrix dorotheae
GB_GCA_001029295.1	d__Bacteria	p__Firmicutes_B	c__Desulfitobacteriia	o__Desulfitobacteriales	f__Desulfitobacteriaceae	g__CEB3	s__CEB3 sp001029295
GB_GCA_017694915.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Sphaerochaetales	f__Sphaerochaetaceae	g__Ornithospirochaeta	s__Ornithospirochaeta stercoravium
RS_GCF_000585395.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Saccharibacillus	s__Saccharibacillus sacchari
GB_GCA_015486155.1	d__Bacteria	p__Armatimonadota	c__CAIYQO01	o__WVXJ01	f__DTIZ01	g__S016-27	s__S016-27 sp015486155
GB_GCA_903885895.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__GCA-2786165	s__GCA-2786165 sp903885895
GB_GCA_905373215.1	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_B	s__Campylobacter_B sp905373215
GB_GCA_004296865.1	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__SCVQ01	s__SCVQ01 sp004296865
GB_GCA_011390755.1	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfococcaceae	g__JAABRU01	s__JAABRU01 sp011390755
GB_GCA_016710275.1	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__Fen-1342	g__H1-PLA3	s__H1-PLA3 sp016710275
RS_GCF_003233845.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_I	s__Paenibacillus_I sambharensis
RS_GCF_003609605.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Aneurinibacillales	f__RAOX-1	g__Ammoniphilus	s__Ammoniphilus oxalaticus
RS_GCF_014641195.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Thermoactinomycetales	f__DSM-45169	g__Marinithermofilum	s__Marinithermofilum abyssi
GB_GCA_016219595.1	d__Bacteria	p__Bacteroidota	c__Kapabacteria	o__Kapabacteriales	f__UBA2268	g__XYC2-FULL-35-21	s__XYC2-FULL-35-21 sp016219595
GB_GCA_905193725.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__Christensenellaceae	g__CAJJPW01	s__CAJJPW01 sp905193725
RS_GCF_003594875.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Bailinhaonella	s__Bailinhaonella thermotolerans
GB_GCA_900770405.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__UBA1381	f__UBA1381	g__HGM11525	s__HGM11525 sp900770405
RS_GCF_000348925.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__Cesiribacter	s__Cesiribacter andamanensis
GB_GCA_004322275.1	d__Bacteria	p__Desulfobacterota_C	c__Deferrisomatia	o__Deferrisomatales	f__BM512	g__SCTA01	s__SCTA01 sp004322275
GB_GCA_016217545.1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Didemnitutus	s__Didemnitutus sp016217545
RS_GCF_009765375.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_H	f__Marinococcaceae	g__Alteribacillus	s__Alteribacillus sp009765375
GB_GCA_014896315.1	d__Bacteria	p__Firmicutes_G	c__Limnochordia	o__Limnochordales	f__DUMU01	g__DUMU01	s__DUMU01 sp014896315
GB_GCA_017882785.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__JADGOV01	g__JADGOV01	s__JADGOV01 sp017882785
RS_GCF_005491705.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Hymenobacteraceae	g__SGAir0037	s__SGAir0037 sp005491705
RS_GCF_007971385.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Arachidicoccus	s__Arachidicoccus ginsenosidivorans
GB_GCA_903893545.1	d__Bacteria	p__Chlamydiota	c__Chlamydiia	o__Chlamydiales	f__SM23-39	g__CAITMJ01	s__CAITMJ01 sp903893545
GB_GCA_903642295.1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__UBA10450	g__CAHJWO01	s__CAHJWO01 sp903642295
GB_GCA_016208425.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__JACQYA01	s__JACQYA01 sp016208425
GB_GCA_013745115.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Izemoplasmatales	f__UBA5603	g__Zrk29	s__Zrk29 sp013745115
GB_GCA_002238645.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Thalassobaculales	f__Thalassobaculaceae	g__Bin52	s__Bin52 sp002238645
GB_GCA_012839745.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Tepidimicrobiaceae	g__DUMS01	s__DUMS01 sp012839745
RS_GCF_000426705.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__DSM-17781	f__DSM-17781	g__Spirochaeta_E	s__Spirochaeta_E cellobiosiphila
GB_GCA_011052815.1	d__Bacteria	p__WOR-3	c__WOR-3	o__SM23-42	f__SM23-42	g__DRIG01	s__DRIG01 sp011052815
RS_GCF_000008625.1	d__Bacteria	p__Aquificota	c__Aquificae	o__Aquificales	f__Aquificaceae	g__Aquifex	s__Aquifex aeolicus
GB_GCA_018224645.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__JAGTVG01	s__JAGTVG01 sp018224645
RS_GCF_001278055.1	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	o__Desulfuromonadales	f__WTL	g__Deferrimonas	s__Deferrimonas soudanensis
RS_GCF_007747655.1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Anatilimnocola	s__Anatilimnocola aggregata
RS_GCF_007860075.1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Mal52	g__Symmachiella	s__Symmachiella macrocystis
GB_GCA_013214705.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__OSC116	g__OCS116	s__OCS116 sp013214705
GB_GCA_013001595.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__JABDMH01	s__JABDMH01 sp013001595
GB_GCA_015067485.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__JAAYXM01	g__SIG510	s__SIG510 sp015067485
GB_GCA_012689325.1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAAYEA01	f__JAAYEA01	g__JAAYEA01	s__JAAYEA01 sp012689325
RS_GCF_004339575.1	d__Bacteria	p__Aquificota	c__Desulfurobacteriia	o__Desulfurobacteriales	f__Desulfurobacteriaceae	g__Phorcysia	s__Phorcysia thermohydrogeniphila
GB_GCA_004525335.1	d__Bacteria	p__Desulfobacterota_D	c__UBA1144	o__UBA2774	f__UBA2774	g__CR02bin9	s__CR02bin9 sp004525335
RS_GCF_900167185.1	d__Bacteria	p__Firmicutes_F	c__Halanaerobiia	o__Halobacteroidales	f__Acetohalobiaceae	g__Selenihalanaerobacter	s__Selenihalanaerobacter shriftii
GB_GCA_012523635.1	d__Bacteria	p__Elusimicrobiota	c__Elusimicrobia	o__Elusimicrobiales	f__JAAYTX01	g__JAAYTX01	s__JAAYTX01 sp012523635
GB_GCA_018056705.1	d__Bacteria	p__Hydrogenedentota	c__Hydrogenedentia	o__Hydrogenedentiales	f__CAITNO01	g__JAGPFE01	s__JAGPFE01 sp018056705
GB_GCA_013696785.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Geodermatophilaceae	g__JACCTY01	s__JACCTY01 sp013696785
GB_GCA_016791105.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__JAEUNM01	s__JAEUNM01 sp016791105
GB_GCA_016793355.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Aestuariivirgaceae	g__JAEUMG01	s__JAEUMG01 sp016793355
GB_GCA_002839765.1	d__Bacteria	p__Bacteroidota	c__Kapabacteria	o__Kapabacteriales	f__UBA2268	g__PGYR01	s__PGYR01 sp002839765
GB_GCA_012519385.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__JAAYQI01	s__JAAYQI01 sp012519385
GB_GCA_017516065.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__RGIG5644	s__RGIG5644 sp017516065
RS_GCF_014884995.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Spirabiliibacterium	s__Spirabiliibacterium pneumoniae
RS_GCF_015354735.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__SW124	s__SW124 sp015354735
GB_GCA_003577005.1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Caldilineales	f__Caldilineaceae	g__CFX5	s__CFX5 sp003577005
GB_GCA_003240695.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Pseudoxanthomonas_B	s__Pseudoxanthomonas_B suwonensis_A
RS_GCF_000478825.2	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Microcystaceae_A	g__Synechocystis	s__Synechocystis sp000478825
GB_GCA_002701365.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__TMED113	g__GCA-002701365	s__GCA-002701365 sp002701365
GB_GCA_002436105.1	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__UBA2199	f__UBA2199	g__UBA2199	s__UBA2199 sp002436105
GB_GCA_016234445.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Tepidiformales	f__Tepidiformaceae	g__JACRBT01	s__JACRBT01 sp016234445
GB_GCA_013003335.1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__DEV007	g__JABDJT01	s__JABDJT01 sp013003335
GB_GCA_016214265.1	d__Bacteria	p__Omnitrophota	c__Omnitrophia	o__JACROU01	f__JACROU01	g__JACROU01	s__JACROU01 sp016214265
GB_GCA_016794545.1	d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__JABFXX01	s__JABFXX01 sp016794545
GB_GCA_002426015.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Aquaticitalea	s__Aquaticitalea sp002426015
