genome	host_species	cluster	family	genus
EHA01217_bin.2	Acanthodactylus_erythrurus	6697	f__Erysipelotrichaceae	g__
EHA01218_bin.10	Acanthodactylus_erythrurus	5612	f__Lachnospiraceae	g__Acetatifactor
EHA01217_bin.21	Acanthodactylus_erythrurus	1029	f__Rikenellaceae	g__Alistipes
EHA01217_bin.29	Acanthodactylus_erythrurus	1029	f__Rikenellaceae	g__Alistipes
EHA01218_bin.25	Acanthodactylus_erythrurus	1029	f__Rikenellaceae	g__Alistipes
EHA01218_bin.26	Acanthodactylus_erythrurus	1029	f__Rikenellaceae	g__Alistipes
EHA01217_bin.13	Acanthodactylus_erythrurus	3547	f__Desulfovibrionaceae	g__Bilophila
EHA01217_bin.30	Acanthodactylus_erythrurus	5636	f__Lachnospiraceae	g__CHH4-2
EHA01218_bin.14	Acanthodactylus_erythrurus	5605	f__Lachnospiraceae	g__Eisenbergiella
EHA01218_bin.9	Acanthodactylus_erythrurus	5606	f__Lachnospiraceae	g__Eisenbergiella
EHA01217_bin.7	Acanthodactylus_erythrurus	6904	f__Enterococcaceae	g__Enterococcus_B
EHA01217_bin.4	Acanthodactylus_erythrurus	5635	f__Lachnospiraceae	g__Hungatella
EHA01218_bin.17	Acanthodactylus_erythrurus	5602	f__Lachnospiraceae	g__JAAYNV01
EHA01218_bin.20	Acanthodactylus_erythrurus	5602	f__Lachnospiraceae	g__JAAYNV01
EHA01217_bin.23	Acanthodactylus_erythrurus	5725	f__Lachnospiraceae	g__MGBC140009
EHA01217_bin.3	Acanthodactylus_erythrurus	909	f__Marinifilaceae	g__Odoribacter
EHA01218_bin.18	Acanthodactylus_erythrurus	907	f__Marinifilaceae	g__Odoribacter
EHA01218_bin.24	Acanthodactylus_erythrurus	909	f__Marinifilaceae	g__Odoribacter
EHA01217_bin.16	Acanthodactylus_erythrurus	1159	f__Tannerellaceae	g__Parabacteroides
EHA01217_bin.19	Acanthodactylus_erythrurus	1161	f__Tannerellaceae	g__Parabacteroides_B
EHA01218_bin.8	Acanthodactylus_erythrurus	1161	f__Tannerellaceae	g__Parabacteroides_B
EHA01217_bin.5	Acanthodactylus_erythrurus	4902	f__Oscillospiraceae	g__Pseudoflavonifractor
EHA01218_bin.13	Acanthodactylus_erythrurus	1005	f__Rikenellaceae	g__Rikenella
EHA01217_bin.27	Acanthodactylus_erythrurus	6687	f__Coprobacillaceae	g__Thomasclavelia
EHA01217_bin.26	Acanthodactylus_erythrurus	5716	f__Lachnospiraceae	g__Velocimicrobium
EHA01217_bin.25	Acanthodactylus_erythrurus	5633	f__Lachnospiraceae	g__Ventrimonas
EHA01869_bin.33	Acanthodactylus_erythrurus	6335	f__	g__
EHA01869_bin.45	Acanthodactylus_erythrurus	5612	f__Lachnospiraceae	g__Acetatifactor
EHA01869_bin.32	Acanthodactylus_erythrurus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01869_bin.49	Acanthodactylus_erythrurus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01869_bin.55	Acanthodactylus_erythrurus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01869_bin.56	Acanthodactylus_erythrurus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01869_bin.57	Acanthodactylus_erythrurus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01869_bin.18	Acanthodactylus_erythrurus	5610	f__Lachnospiraceae	g__CAG-95
EHA01869_bin.67	Acanthodactylus_erythrurus	5636	f__Lachnospiraceae	g__CHH4-2
EHA01869_bin.17	Acanthodactylus_erythrurus	6683	f__Coprobacillaceae	g__Coprobacillus
EHA01869_bin.50	Acanthodactylus_erythrurus	6708	f__Erysipelotrichaceae	g__Dielma
EHA01869_bin.36	Acanthodactylus_erythrurus	4815	f__Butyricicoccaceae	g__Intestinibacillus
EHA01869_bin.53	Acanthodactylus_erythrurus	5725	f__Lachnospiraceae	g__MGBC140009
EHA01869_bin.23	Acanthodactylus_erythrurus	909	f__Marinifilaceae	g__Odoribacter
EHA01869_bin.25	Acanthodactylus_erythrurus	909	f__Marinifilaceae	g__Odoribacter
EHA01869_bin.31	Acanthodactylus_erythrurus	907	f__Marinifilaceae	g__Odoribacter
EHA01869_bin.35	Acanthodactylus_erythrurus	908	f__Marinifilaceae	g__Odoribacter
EHA01869_bin.59	Acanthodactylus_erythrurus	908	f__Marinifilaceae	g__Odoribacter
EHA01869_bin.63	Acanthodactylus_erythrurus	907	f__Marinifilaceae	g__Odoribacter
EHA01869_bin.69	Acanthodactylus_erythrurus	907	f__Marinifilaceae	g__Odoribacter
EHA01869_bin.30	Acanthodactylus_erythrurus	1161	f__Tannerellaceae	g__Parabacteroides_B
EHA01869_bin.37	Acanthodactylus_erythrurus	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01869_bin.6	Acanthodactylus_erythrurus	3284	f__Enterobacteriaceae	g__Pseudocitrobacter
EHA01869_bin.21	Acanthodactylus_erythrurus	5602	f__Lachnospiraceae	g__RGIG4733
EHA01869_bin.13	Acanthodactylus_erythrurus	5576	f__Lachnospiraceae	g__Roseburia
EHA00494_bin.6	Apodemus_flavicollis	5617	f__Lachnospiraceae	g__Acetatifactor
EHA00492_bin.3	Apodemus_flavicollis	5621	f__Lachnospiraceae	g__Acetatifactor
EHA00495_bin.14	Apodemus_flavicollis	1029	f__Rikenellaceae	g__Alistipes
EHA00495_bin.5	Apodemus_flavicollis	1028	f__Rikenellaceae	g__Alistipes
EHA00494_bin.17	Apodemus_flavicollis	1029	f__Rikenellaceae	g__Alistipes
EHA00492_bin.15	Apodemus_flavicollis	1029	f__Rikenellaceae	g__Alistipes
EHA00494_bin.7	Apodemus_flavicollis	5610	f__Lachnospiraceae	g__CAG-95
EHA00495_bin.11	Apodemus_flavicollis	5127	f__Ruminococcaceae	g__CAG-115
EHA00493_bin.6	Apodemus_flavicollis	5127	f__Ruminococcaceae	g__CAG-115
EHA00494_bin.2	Apodemus_flavicollis	5127	f__Ruminococcaceae	g__CAG-115
EHA00495_bin.10	Apodemus_flavicollis	5608	f__Lachnospiraceae	g__COE1
EHA00495_bin.6	Apodemus_flavicollis	5925	f__Borkfalkiaceae	g__Coproplasma
EHA00493_bin.21	Apodemus_flavicollis	5926	f__Borkfalkiaceae	g__Coproplasma
EHA00493_bin.23	Apodemus_flavicollis	5926	f__Borkfalkiaceae	g__Coproplasma
EHA00492_bin.19	Apodemus_flavicollis	5929	f__Borkfalkiaceae	g__Coproplasma
EHA00492_bin.21	Apodemus_flavicollis	5926	f__Borkfalkiaceae	g__Coproplasma
EHA00492_bin.6	Apodemus_flavicollis	5925	f__Borkfalkiaceae	g__Coproplasma
EHA00492_bin.9	Apodemus_flavicollis	5929	f__Borkfalkiaceae	g__Coproplasma
EHA00495_bin.7	Apodemus_flavicollis	5938	f__Borkfalkiaceae	g__Gallimonas
EHA00495_bin.15	Apodemus_flavicollis	6916	f__Lactobacillaceae	g__Ligilactobacillus
EHA00494_bin.9	Apodemus_flavicollis	5698	f__Lachnospiraceae	g__MGBC114844
EHA00494_bin.1	Apodemus_flavicollis	5698	f__Lachnospiraceae	g__RGIG8607
EHA00492_bin.5	Apodemus_flavicollis	1005	f__Rikenellaceae	g__Rikenella
EHA00495_bin.1	Apodemus_flavicollis	5599	f__Lachnospiraceae	g__UBA3282
EHA00495_bin.9	Apodemus_flavicollis	5599	f__Lachnospiraceae	g__UBA3282
EHA00494_bin.15	Apodemus_flavicollis	5599	f__Lachnospiraceae	g__UBA3282
EHA00494_bin.5	Apodemus_flavicollis	5599	f__Lachnospiraceae	g__UBA3282
EHA00493_bin.1	Apodemus_flavicollis	5599	f__Lachnospiraceae	g__UBA3282
EHA00493_bin.14	Apodemus_flavicollis	5599	f__Lachnospiraceae	g__UBA3282
EHA02743_bin.61	Apodemus_flavicollis	4908	f__Oscillospiraceae	g__
EHA02743_bin.38	Apodemus_flavicollis	5617	f__Lachnospiraceae	g__Acetatifactor
EHA02743_bin.58	Apodemus_flavicollis	1029	f__Rikenellaceae	g__Alistipes
EHA02743_bin.59	Apodemus_flavicollis	1029	f__Rikenellaceae	g__Alistipes
EHA02743_bin.55	Apodemus_flavicollis	5610	f__Lachnospiraceae	g__CAG-95
EHA02743_bin.56	Apodemus_flavicollis	5610	f__Lachnospiraceae	g__CAG-95
EHA02743_bin.41	Apodemus_flavicollis	5608	f__Lachnospiraceae	g__COE1
EHA02743_bin.68	Apodemus_flavicollis	5608	f__Lachnospiraceae	g__COE1
EHA02743_bin.14	Apodemus_flavicollis	5929	f__Borkfalkiaceae	g__Coproplasma
EHA02743_bin.16	Apodemus_flavicollis	5929	f__Borkfalkiaceae	g__Coproplasma
EHA02743_bin.20	Apodemus_flavicollis	5929	f__Borkfalkiaceae	g__Coproplasma
EHA02743_bin.28	Apodemus_flavicollis	5929	f__Borkfalkiaceae	g__Coproplasma
EHA02743_bin.3	Apodemus_flavicollis	5926	f__Borkfalkiaceae	g__Coproplasma
EHA02743_bin.47	Apodemus_flavicollis	5926	f__Borkfalkiaceae	g__Coproplasma
EHA02743_bin.76	Apodemus_flavicollis	5926	f__Borkfalkiaceae	g__Coproplasma
EHA02743_bin.77	Apodemus_flavicollis	5926	f__Borkfalkiaceae	g__Coproplasma
EHA02743_bin.78	Apodemus_flavicollis	5926	f__Borkfalkiaceae	g__Coproplasma
EHA02743_bin.81	Apodemus_flavicollis	5926	f__Borkfalkiaceae	g__Coproplasma
EHA02743_bin.63	Apodemus_flavicollis	4897	f__Oscillospiraceae	g__Lawsonibacter
EHA02743_bin.26	Apodemus_flavicollis	6916	f__Lactobacillaceae	g__Ligilactobacillus
EHA02743_bin.46	Apodemus_flavicollis	5726	f__Lachnospiraceae	g__RGIG4057
EHA02743_bin.50	Apodemus_flavicollis	5576	f__Lachnospiraceae	g__Roseburia
EHA02743_bin.24	Apodemus_flavicollis	5599	f__Lachnospiraceae	g__UBA3282
EHA02743_bin.54	Apodemus_flavicollis	5599	f__Lachnospiraceae	g__UBA3282
EHA02743_bin.67	Apodemus_flavicollis	5599	f__Lachnospiraceae	g__UBA3282
EHA00497_bin.3	Apodemus_sylvaticus	1029	f__Rikenellaceae	g__Alistipes
EHA00499_bin.10	Apodemus_sylvaticus	1228	f__Muribaculaceae	g__CAG-485
EHA00497_bin.7	Apodemus_sylvaticus	1228	f__Muribaculaceae	g__CAG-485
EHA00499_bin.14	Apodemus_sylvaticus	5608	f__Lachnospiraceae	g__COE1
EHA00499_bin.17	Apodemus_sylvaticus	5608	f__Lachnospiraceae	g__COE1
EHA00497_bin.25	Apodemus_sylvaticus	5608	f__Lachnospiraceae	g__COE1
EHA00499_bin.19	Apodemus_sylvaticus	5925	f__Borkfalkiaceae	g__Coproplasma
EHA00499_bin.4	Apodemus_sylvaticus	5926	f__Borkfalkiaceae	g__Coproplasma
EHA00497_bin.12	Apodemus_sylvaticus	5926	f__Borkfalkiaceae	g__Coproplasma
EHA00497_bin.29	Apodemus_sylvaticus	5926	f__Borkfalkiaceae	g__Coproplasma
EHA00497_bin.30	Apodemus_sylvaticus	5929	f__Borkfalkiaceae	g__Coproplasma
EHA00497_bin.31	Apodemus_sylvaticus	5929	f__Borkfalkiaceae	g__Coproplasma
EHA00497_bin.32	Apodemus_sylvaticus	5929	f__Borkfalkiaceae	g__Coproplasma
EHA00497_bin.6	Apodemus_sylvaticus	5926	f__Borkfalkiaceae	g__Coproplasma
EHA00499_bin.15	Apodemus_sylvaticus	1213	f__Muribaculaceae	g__Duncaniella
EHA00497_bin.22	Apodemus_sylvaticus	4906	f__Oscillospiraceae	g__Enterenecus
EHA00498_bin.2	Apodemus_sylvaticus	5597	f__Lachnospiraceae	g__Kineothrix
EHA00499_bin.2	Apodemus_sylvaticus	6793	f__Anaeroplasmataceae	g__Pelethenecus
EHA00499_bin.13	Apodemus_sylvaticus	1005	f__Rikenellaceae	g__Rikenella
EHA00498_bin.6	Apodemus_sylvaticus	5576	f__Lachnospiraceae	g__Roseburia
EHA00499_bin.16	Apodemus_sylvaticus	5576	f__Lachnospiraceae	g__Roseburia
EHA00498_bin.11	Apodemus_sylvaticus	5599	f__Lachnospiraceae	g__UBA3282
EHA00497_bin.20	Apodemus_sylvaticus	5599	f__Lachnospiraceae	g__UBA3282
EHA00499_bin.7	Apodemus_sylvaticus	3274	f__Enterobacteriaceae	g__Yersinia
EHA01268_bin.8	Apodemus_sylvaticus	499	f__Akkermansiaceae	g__Akkermansia
EHA01271_bin.9	Apodemus_sylvaticus	1029	f__Rikenellaceae	g__Alistipes
EHA01270_bin.35	Apodemus_sylvaticus	1029	f__Rikenellaceae	g__Alistipes
EHA01269_bin.24	Apodemus_sylvaticus	1029	f__Rikenellaceae	g__Alistipes
EHA01269_bin.34	Apodemus_sylvaticus	1029	f__Rikenellaceae	g__Alistipes
EHA01268_bin.21	Apodemus_sylvaticus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01269_bin.1	Apodemus_sylvaticus	5610	f__Lachnospiraceae	g__CAG-95
EHA01269_bin.8	Apodemus_sylvaticus	5127	f__Ruminococcaceae	g__CAG-115
EHA01271_bin.2	Apodemus_sylvaticus	1228	f__Muribaculaceae	g__CAG-485
EHA01270_bin.18	Apodemus_sylvaticus	1228	f__Muribaculaceae	g__CAG-485
EHA01268_bin.10	Apodemus_sylvaticus	1222	f__Muribaculaceae	g__CAG-485
EHA01267_bin.12	Apodemus_sylvaticus	1228	f__Muribaculaceae	g__CAG-485
EHA01267_bin.18	Apodemus_sylvaticus	1222	f__Muribaculaceae	g__CAG-485
EHA01267_bin.19	Apodemus_sylvaticus	1226	f__Muribaculaceae	g__CAG-485
EHA01267_bin.4	Apodemus_sylvaticus	1216	f__Muribaculaceae	g__CAG-485
EHA01269_bin.16	Apodemus_sylvaticus	1196	f__Muribaculaceae	g__CAG-873
EHA01269_bin.38	Apodemus_sylvaticus	1192	f__Muribaculaceae	g__CAG-873
EHA01271_bin.14	Apodemus_sylvaticus	5608	f__Lachnospiraceae	g__COE1
EHA01270_bin.25	Apodemus_sylvaticus	5926	f__Borkfalkiaceae	g__Coproplasma
EHA01270_bin.34	Apodemus_sylvaticus	5926	f__Borkfalkiaceae	g__Coproplasma
EHA01270_bin.8	Apodemus_sylvaticus	4906	f__Oscillospiraceae	g__Enterenecus
EHA01270_bin.15	Apodemus_sylvaticus	5597	f__Lachnospiraceae	g__Kineothrix
EHA01270_bin.11	Apodemus_sylvaticus	5512	f__Lachnospiraceae	g__Lachnoclostridium_B
EHA01271_bin.15	Apodemus_sylvaticus	5698	f__Lachnospiraceae	g__MGBC114844
EHA01269_bin.2	Apodemus_sylvaticus	1958	f__Helicobacteraceae	g__NHYN01
EHA01271_bin.11	Apodemus_sylvaticus	5726	f__Lachnospiraceae	g__RGIG4057
EHA01270_bin.30	Apodemus_sylvaticus	5518	f__Lachnospiraceae	g__Schaedlerella
EHA01270_bin.31	Apodemus_sylvaticus	5518	f__Lachnospiraceae	g__Schaedlerella
EHA01269_bin.20	Apodemus_sylvaticus	5518	f__Lachnospiraceae	g__Schaedlerella
EHA01268_bin.4	Apodemus_sylvaticus	5512	f__Lachnospiraceae	g__Sporofaciens
EHA01271_bin.17	Apodemus_sylvaticus	1198	f__Muribaculaceae	g__UBA3263
EHA01267_bin.10	Apodemus_sylvaticus	1198	f__Muribaculaceae	g__UBA3263
EHA01267_bin.2	Apodemus_sylvaticus	1198	f__Muribaculaceae	g__UBA3263
EHA01268_bin.12	Apodemus_sylvaticus	5599	f__Lachnospiraceae	g__UBA3282
EHA01268_bin.24	Apodemus_sylvaticus	5599	f__Lachnospiraceae	g__UBA3282
EHA01267_bin.17	Apodemus_sylvaticus	5599	f__Lachnospiraceae	g__UBA3282
EHA01271_bin.24	Apodemus_sylvaticus	5599	f__Lachnospiraceae	g__UBA3282
EHA01270_bin.6	Apodemus_sylvaticus	1201	f__Muribaculaceae	g__UBA7173
EHA01269_bin.18	Apodemus_sylvaticus	1201	f__Muribaculaceae	g__UBA7173
EHA02668_bin.20	Apodemus_sylvaticus	1029	f__Rikenellaceae	g__Alistipes
EHA02667_bin.3	Apodemus_sylvaticus	1029	f__Rikenellaceae	g__Alistipes
EHA02668_bin.10	Apodemus_sylvaticus	1222	f__Muribaculaceae	g__CAG-485
EHA02667_bin.9	Apodemus_sylvaticus	1222	f__Muribaculaceae	g__CAG-485
EHA02668_bin.2	Apodemus_sylvaticus	5608	f__Lachnospiraceae	g__COE1
EHA02667_bin.17	Apodemus_sylvaticus	1214	f__Muribaculaceae	g__Duncaniella
EHA02668_bin.4	Apodemus_sylvaticus	5597	f__Lachnospiraceae	g__Kineothrix
EHA02668_bin.8	Apodemus_sylvaticus	6916	f__Lactobacillaceae	g__Ligilactobacillus
EHA02668_bin.13	Apodemus_sylvaticus	5599	f__Lachnospiraceae	g__UBA3282
EHA02668_bin.14	Apodemus_sylvaticus	5599	f__Lachnospiraceae	g__UBA3282
EHA02668_bin.5	Apodemus_sylvaticus	5599	f__Lachnospiraceae	g__UBA3282
EHA02746_bin.54	Apodemus_sylvaticus	4908	f__Oscillospiraceae	g__
EHA02746_bin.36	Apodemus_sylvaticus	5621	f__Lachnospiraceae	g__Acetatifactor
EHA02746_bin.25	Apodemus_sylvaticus	1029	f__Rikenellaceae	g__Alistipes
EHA02746_bin.45	Apodemus_sylvaticus	1029	f__Rikenellaceae	g__Alistipes
EHA02746_bin.26	Apodemus_sylvaticus	5127	f__Ruminococcaceae	g__CAG-115
EHA02746_bin.43	Apodemus_sylvaticus	5608	f__Lachnospiraceae	g__COE1
EHA02746_bin.39	Apodemus_sylvaticus	5929	f__Borkfalkiaceae	g__Coproplasma
EHA02746_bin.46	Apodemus_sylvaticus	5926	f__Borkfalkiaceae	g__Coproplasma
EHA02746_bin.56	Apodemus_sylvaticus	5926	f__Borkfalkiaceae	g__Coproplasma
EHA02746_bin.18	Apodemus_sylvaticus	1213	f__Muribaculaceae	g__Duncaniella
EHA02746_bin.55	Apodemus_sylvaticus	4906	f__Oscillospiraceae	g__Enterenecus
EHA02746_bin.58	Apodemus_sylvaticus	4906	f__Oscillospiraceae	g__Enterenecus
EHA02746_bin.30	Apodemus_sylvaticus	5938	f__Borkfalkiaceae	g__Gallimonas
EHA02746_bin.57	Apodemus_sylvaticus	6916	f__Lactobacillaceae	g__Ligilactobacillus
EHA02746_bin.19	Apodemus_sylvaticus	1958	f__Helicobacteraceae	g__NHYN01
EHA02746_bin.9	Apodemus_sylvaticus	908	f__Marinifilaceae	g__Odoribacter
EHA02748_bin.71	Apodemus_sylvaticus	5560	f__Lachnospiraceae	g__14-2
EHA02748_bin.102	Apodemus_sylvaticus	5621	f__Lachnospiraceae	g__Acetatifactor
EHA02748_bin.5	Apodemus_sylvaticus	5617	f__Lachnospiraceae	g__Acetatifactor
EHA02748_bin.75	Apodemus_sylvaticus	5621	f__Lachnospiraceae	g__Acetatifactor
EHA02748_bin.120	Apodemus_sylvaticus	1146	f__Bacteroidaceae	g__Bacteroides
EHA02748_bin.153	Apodemus_sylvaticus	1146	f__Bacteroidaceae	g__Bacteroides
EHA02748_bin.151	Apodemus_sylvaticus	1146	f__Bacteroidaceae	g__Bacteroides
EHA02748_bin.76	Apodemus_sylvaticus	1146	f__Bacteroidaceae	g__Bacteroides
EHA02748_bin.144	Apodemus_sylvaticus	5610	f__Lachnospiraceae	g__CAG-95
EHA02748_bin.73	Apodemus_sylvaticus	5610	f__Lachnospiraceae	g__CAG-95
EHA02748_bin.97	Apodemus_sylvaticus	5610	f__Lachnospiraceae	g__CAG-95
EHA02748_bin.116	Apodemus_sylvaticus	1222	f__Muribaculaceae	g__CAG-485
EHA02748_bin.117	Apodemus_sylvaticus	1222	f__Muribaculaceae	g__CAG-485
EHA02748_bin.159	Apodemus_sylvaticus	1226	f__Muribaculaceae	g__CAG-485
EHA02748_bin.147	Apodemus_sylvaticus	1196	f__Muribaculaceae	g__CAG-873
EHA02748_bin.40	Apodemus_sylvaticus	1195	f__Muribaculaceae	g__CAG-873
EHA02748_bin.64	Apodemus_sylvaticus	1192	f__Muribaculaceae	g__CAG-873
EHA02748_bin.38	Apodemus_sylvaticus	1195	f__Muribaculaceae	g__CAG-873
EHA02748_bin.9	Apodemus_sylvaticus	5608	f__Lachnospiraceae	g__COE1
EHA02748_bin.52	Apodemus_sylvaticus	5926	f__Borkfalkiaceae	g__Coproplasma
EHA02748_bin.21	Apodemus_sylvaticus	1213	f__Muribaculaceae	g__Duncaniella
EHA02748_bin.107	Apodemus_sylvaticus	4906	f__Oscillospiraceae	g__Enterenecus
EHA02748_bin.136	Apodemus_sylvaticus	4906	f__Oscillospiraceae	g__Enterenecus
EHA02748_bin.137	Apodemus_sylvaticus	4906	f__Oscillospiraceae	g__Enterenecus
EHA02748_bin.140	Apodemus_sylvaticus	4906	f__Oscillospiraceae	g__Enterenecus
EHA02748_bin.81	Apodemus_sylvaticus	4906	f__Oscillospiraceae	g__Enterenecus
EHA02748_bin.86	Apodemus_sylvaticus	4906	f__Oscillospiraceae	g__Enterenecus
EHA02748_bin.94	Apodemus_sylvaticus	6904	f__Enterococcaceae	g__Enterococcus_B
EHA02748_bin.90	Apodemus_sylvaticus	5938	f__Borkfalkiaceae	g__Gallimonas
EHA02748_bin.26	Apodemus_sylvaticus	909	f__Marinifilaceae	g__Odoribacter
EHA02748_bin.128	Apodemus_sylvaticus	1159	f__Tannerellaceae	g__Parabacteroides
EHA02748_bin.37	Apodemus_sylvaticus	1207	f__Muribaculaceae	g__Paramuribaculum
EHA02748_bin.57	Apodemus_sylvaticus	5601	f__Lachnospiraceae	g__RGIG3002
EHA02748_bin.103	Apodemus_sylvaticus	5726	f__Lachnospiraceae	g__RGIG4057
EHA02748_bin.109	Apodemus_sylvaticus	1005	f__Rikenellaceae	g__Rikenella
EHA02748_bin.125	Apodemus_sylvaticus	5512	f__Lachnospiraceae	g__Sporofaciens
EHA02748_bin.15	Apodemus_sylvaticus	5512	f__Lachnospiraceae	g__Sporofaciens
EHA02748_bin.46	Apodemus_sylvaticus	53	f__Treponemataceae	g__Treponema_D
EHA02748_bin.163	Apodemus_sylvaticus	5599	f__Lachnospiraceae	g__UBA3282
EHA02748_bin.4	Apodemus_sylvaticus	5599	f__Lachnospiraceae	g__UBA3282
EHA02748_bin.87	Apodemus_sylvaticus	1201	f__Muribaculaceae	g__UBA7173
EHA02748_bin.98	Apodemus_sylvaticus	1201	f__Muribaculaceae	g__UBA7173
EHA02755_bin.17	Apodemus_sylvaticus	5621	f__Lachnospiraceae	g__Acetatifactor
EHA02755_bin.19	Apodemus_sylvaticus	5617	f__Lachnospiraceae	g__Acetatifactor
EHA02755_bin.12	Apodemus_sylvaticus	1028	f__Rikenellaceae	g__Alistipes
EHA02755_bin.10	Apodemus_sylvaticus	5608	f__Lachnospiraceae	g__COE1
EHA02755_bin.6	Apodemus_sylvaticus	5608	f__Lachnospiraceae	g__COE1
EHA02755_bin.11	Apodemus_sylvaticus	5925	f__Borkfalkiaceae	g__Coproplasma
EHA02757_bin.13	Barbastella_barbastellus	2374	f__Rhizobiaceae	g__
EHA02757_bin.11	Barbastella_barbastellus	3274	f__Enterobacteriaceae	g__Brenneria
EHA02757_bin.8	Barbastella_barbastellus	3284	f__Enterobacteriaceae	g__Enterobacter
EHA02757_bin.7	Barbastella_barbastellus	6902	f__Enterococcaceae	g__Enterococcus
EHA02757_bin.1	Barbastella_barbastellus	3285	f__Enterobacteriaceae	g__Erwinia
EHA02757_bin.6	Barbastella_barbastellus	3285	f__Enterobacteriaceae	g__Erwinia
EHA02757_bin.2	Barbastella_barbastellus	3274	f__Enterobacteriaceae	g__Gibbsiella
EHA02757_bin.12	Barbastella_barbastellus	6896	f__Streptococcaceae	g__Lactococcus
EHA02759_bin.8	Chaerephon_pumila	6896	f__Streptococcaceae	g__Lactococcus
EHA02759_bin.5	Chaerephon_pumila	6139	f__Clostridiaceae	g__Sarcina
EHA02762_bin.2	Cyanoloxia_rothschildii	3039	f__Pseudomonadaceae	g__Pseudomonas
EHA02677_bin.19	Eutamias_sibiricus	5617	f__Lachnospiraceae	g__Acetatifactor
EHA02676_bin.3	Eutamias_sibiricus	1028	f__Rikenellaceae	g__Alistipes
EHA02673_bin.10	Eutamias_sibiricus	1216	f__Muribaculaceae	g__CAG-485
EHA02674_bin.2	Eutamias_sibiricus	5608	f__Lachnospiraceae	g__COE1
EHA02677_bin.13	Eutamias_sibiricus	5929	f__Borkfalkiaceae	g__Coproplasma
EHA02673_bin.12	Eutamias_sibiricus	1213	f__Muribaculaceae	g__Duncaniella
EHA02675_bin.12	Eutamias_sibiricus	4906	f__Oscillospiraceae	g__Enterenecus
EHA02676_bin.2	Eutamias_sibiricus	53	f__Treponemataceae	g__Treponema_D
EHA02675_bin.2	Eutamias_sibiricus	1198	f__Muribaculaceae	g__UBA3263
EHA02765_bin.101	Eutamias_sibiricus	1029	f__Rikenellaceae	g__Alistipes
EHA02765_bin.104	Eutamias_sibiricus	1029	f__Rikenellaceae	g__Alistipes
EHA02765_bin.15	Eutamias_sibiricus	1028	f__Rikenellaceae	g__Alistipes
EHA02765_bin.21	Eutamias_sibiricus	1029	f__Rikenellaceae	g__Alistipes
EHA02765_bin.28	Eutamias_sibiricus	1029	f__Rikenellaceae	g__Alistipes
EHA02765_bin.71	Eutamias_sibiricus	1029	f__Rikenellaceae	g__Alistipes
EHA02765_bin.51	Eutamias_sibiricus	1146	f__Bacteroidaceae	g__Bacteroides
EHA02765_bin.55	Eutamias_sibiricus	1216	f__Muribaculaceae	g__CAG-485
EHA02765_bin.58	Eutamias_sibiricus	1226	f__Muribaculaceae	g__CAG-485
EHA02765_bin.82	Eutamias_sibiricus	1216	f__Muribaculaceae	g__CAG-485
EHA02765_bin.77	Eutamias_sibiricus	1192	f__Muribaculaceae	g__CAG-873
EHA02765_bin.91	Eutamias_sibiricus	1195	f__Muribaculaceae	g__CAG-873
EHA02765_bin.96	Eutamias_sibiricus	1195	f__Muribaculaceae	g__CAG-873
EHA02765_bin.35	Eutamias_sibiricus	5929	f__Borkfalkiaceae	g__Coproplasma
EHA02765_bin.42	Eutamias_sibiricus	5929	f__Borkfalkiaceae	g__Coproplasma
EHA02765_bin.47	Eutamias_sibiricus	5925	f__Borkfalkiaceae	g__Coproplasma
EHA02765_bin.59	Eutamias_sibiricus	5926	f__Borkfalkiaceae	g__Coproplasma
EHA02765_bin.6	Eutamias_sibiricus	5926	f__Borkfalkiaceae	g__Coproplasma
EHA02765_bin.70	Eutamias_sibiricus	5929	f__Borkfalkiaceae	g__Coproplasma
EHA02765_bin.54	Eutamias_sibiricus	1214	f__Muribaculaceae	g__Duncaniella
EHA02765_bin.46	Eutamias_sibiricus	3284	f__Enterobacteriaceae	g__Escherichia
EHA02765_bin.33	Eutamias_sibiricus	5938	f__Borkfalkiaceae	g__Gallimonas
EHA02765_bin.23	Eutamias_sibiricus	6916	f__Lactobacillaceae	g__Ligilactobacillus
EHA02765_bin.53	Eutamias_sibiricus	1154	f__Bacteroidaceae	g__Mediterranea
EHA02765_bin.19	Eutamias_sibiricus	1958	f__Helicobacteraceae	g__NHYN01
EHA02765_bin.45	Eutamias_sibiricus	1207	f__Muribaculaceae	g__Paramuribaculum
EHA02765_bin.1	Eutamias_sibiricus	1113	f__Bacteroidaceae	g__Paraprevotella
EHA02765_bin.67	Eutamias_sibiricus	1113	f__Bacteroidaceae	g__Paraprevotella
EHA02765_bin.2	Eutamias_sibiricus	6793	f__Anaeroplasmataceae	g__Pelethenecus
EHA02765_bin.65	Eutamias_sibiricus	1141	f__Bacteroidaceae	g__Phocaeicola
EHA02765_bin.26	Eutamias_sibiricus	7186	f__Elusimicrobiaceae	g__UBA1436
